NBT_traderID	Tradecode	NBTID	TraderID
944	appraiser	2	1711
945	schoolmaster/schoolmistress	4	1715
946	cooper	24	1734
947	pharmacist/druggist/chemist/patent medicine seller	16	1735
948	pharmacist/druggist/chemist/patent medicine seller	16	1738
949	postmaster/postmistress	17	1764
950	pharmacist/druggist/chemist/patent medicine seller	16	1766
951	die-sinker	24	1777
952	die-sinker	24	1787
953	insurance agent	9	1807
954	cabinet maker	24	1811
955	cabinet maker	24	1812
956	rag warehouse	21	1842
957	stamp agent, stamp office	20	1852
958	pharmacist/druggist/chemist/patent medicine seller	16	1859
959	painter	3	1871
960	snuff dealer	25	1889
961	painter	3	1892
962	shopkeeper	25	1894
963	pharmacist/druggist/chemist/patent medicine seller?	16	1895
964	postmaster/postmistress	17	1900
965	postmaster/postmistress	17	1901
966	grocer	8	1904
967	grocer	8	1905
968	draper	21	1913
969	city clerk	26	1940
970	composer	14	1953
971	land surveyor	10	1961
972	watchmaker	19	1964
973	appraiser	2	1974
974	dyer	21	1999
976	plasterer	26	2002
977	jeweller	25	2013
978	postmaster/postmistress	17	2018
979	postmaster/postmistress	17	2023
980	appraiser	2	2043
981	postmaster/postmistress?	17	2070
982	medical label warehouse	16	2076
983	tea dealer	8	2079
984	carrier	23	2085
985	grocer	8	2086
986	victualler	8	2095
987	victualler	8	2096
988	victualler	8	2097
989	box-maker	24	2112
990	instrument maker	19	2125
991	musical instrument maker	14	2127
992	importer	25	2129
993	appraiser	2	2139
994	postmaster/postmistress	17	2140
995	letter carrier	23	2157
996	appraiser	2	2158
997	postmaster/postmistress	17	2183
998	shopkeeper	25	2188
999	postmaster/postmistress	17	2202
1000	cabinet maker	24	2204
1001	tea dealer	8	2208
1003	tea dealer	8	2210
1004	mathematical instrument seller/dealer	13	2211
1006	mathematical instrument maker	13	2229
1007	mathematical instrument maker	13	2238
1008	postmaster/postmistress	17	2250
1009	accountant	7	2255
1010	optical instrument seller	19	2265
1011	tea dealer	8	2283
1012	postmaster/postmistress	17	2284
1013	merchant	25	2287
1014	pharmacist/druggist/chemist/patent medicine seller	16	2302
1016	insurance agent	9	2328
1017	musician	14	2330
1018	insurance agent (Economic)	9	2331
1019	copper-roller maker	24	2333
1020	music master	14	2337
1021	appraiser	2	2345
1022	upholsterer	24	2352
1023	musical instrument maker	14	2364
1024	postmaster/postmistress	17	2365
1025	toyman/woman, toyshop	22	2366
1026	glover	21	2368
1027	pharmacist/druggist/chemist/patent medicine seller	16	2395
1028	seal engraver	24	2403
1029	schoolmaster/schoolmistress	4	2409
1030	drawing master	5	2413
1031	drawing master	5	2414
1032	insurance agent (Atlas)	9	2418
1033	gardener	1	2422
1034	umbrella maker	24	2428
1035	rag-cutter	21	2432
1036	insurance agent (Sun)	9	2456
1037	grocer	8	2477
1038	pharmacist/druggist/chemist/patent medicine seller	16	2482
1039	pharmacist/druggist/chemist/patent medicine seller	16	2493
1040	picture dealer	3	2504
1041	picture dealer	3	2505
1042	music professor	14	2506
1043	optician	19	2541
1044	insurance agent	9	2548
1045	grocer	8	2559
1046	sheriff's officer	11	2573
1047	appraiser	2	2574
1048	pharmacist/druggist/chemist/patent medicine seller	16	2578
1049	postmaster/postmistress	17	2580
1050	butcher	8	2582
1051	pharmacist/druggist/chemist/patent medicine seller	16	2591
1052	china/glass/earthenware seller/dealer	25	2601
1053	appraiser	2	2603
1054	appraiser	2	2604
1055	pharmacist/druggist/chemist/patent medicine seller	16	2615
1056	warehouseman	25	2615
1057	deposit bank manager	7	2616
1058	perfumer	16	2624
1059	grocer	8	2631
1060	plate engraver	24	3553
1061	musical instrument seller/dealer	14	3562
1062	musical instrument seller/dealer	14	3563
1063	carver	24	61629
1064	hairdresser	15	3571
1065	insurance agent (London Assurance)	9	3575
1066	postmaster/postmistress	17	3576
1067	berlin-wool draper	21	3577
1068	draper	21	3594
1069	schoolmaster/schoolmistress	4	3595
1070	sharebroker	7	3596
1071	postmaster/postmistress	17	3598
1072	piano warehouse	14	3599
1073	clerk in Post Office	17	3600
1074	postmaster/postmistress	17	3601
1075	postmaster/postmistress	17	3602
1076	postmaster/postmistress	17	3603
1077	schoolmaster/schoolmistress	4	3612
1078	stamp agent, stamp office	20	3620
1079	musical instrument maker	14	3625
1080	shoemaker	21	3627
1081	pharmacist/druggist/chemist/patent medicine seller	16	3631
1082	lottery agent	12	3638
1083	pharmacist/druggist/chemist/patent medicine seller	16	3649
1084	drawing master	5	3651
1085	postmaster/postmistress	17	3660
1086	leather cutter	24	3663
1087	ironmonger	25	3664
1088	innkeeper	6	3675
1089	brewer	8	3676
1090	brewer	8	3677
1091	pharmacist/druggist/chemist/patent medicine seller	16	3685
1092	brewer	8	3687
1093	corn mill	8	3688
1094	globe maker	19	3691
1095	globe maker	19	3692
1096	globe maker	19	3693
1097	globe maker	19	3694
1098	musical instrument seller/dealer	14	3698
1099	shopkeeper	25	3699
1100	mariner (master)	23	3700
1101	pharmacist/druggist/chemist/patent medicine seller	16	3702
1102	appraiser	2	3703
1103	appraiser	2	3704
1104	carrier	23	3712
1105	toyman/woman, toyshop	22	3716
1106	upholsterer	24	3723
1107	musical instrument maker	14	3724
1108	musical instrument maker	14	3725
1109	goldsmith	24	3728
1110	schoolmaster/schoolmistress	4	3740
1111	painter	3	3756
1112	postmaster/postmistress	17	3768
1113	Unitarian preacher	18	3797
1114	preacher	18	3798
1115	porter (Queen's/King's)	15	3808
1116	perfumer	16	3814
1117	musical instrument seller/dealer	14	3828
1118	post office proprietor	17	3829
1119	pharmacist/druggist/chemist/patent medicine seller	16	3843
1120	schoolmaster/schoolmistress	4	3844
1121	land surveyor	10	3845
1122	schoolmaster/schoolmistress	4	3846
1123	appraiser	2	3852
1124	navigation warehouse	23	3858
1125	merchant	25	16469
1126	saw-piercer	25	3877
1127	Keeper	26	3893
1128	pocket-knife manufacturer	24	3901
1129	ironmonger	25	3911
1130	glazier	10	3916
1131	silversmith	24	3918
1132	appraiser	2	3919
1133	postmaster/postmistress	17	3922
1134	postmaster/postmistress	17	3934
1135	insurance agent (Assembly Room)	9	3953
1136	postmaster/postmistress	17	3954
1137	musical instrument maker	14	3959
1138	postmaster/postmistress	17	3961
1139	seal engraver	24	3981
1140	pocket-knife manufacturer	24	3985
1141	wine merchant	8	3992
1142	dealer	25	4005
1143	pharmacist/druggist/chemist/patent medicine seller	16	4015
1144	seal engraver	24	4024
1145	picture dealer	3	4054
1146	broker	7	4057
1147	seal engraver	24	4058
1148	seal engraver	24	4059
1149	carver	24	4068
1150	money scrivener	7	4100
1151	cabinet maker	24	4102
1152	cabinet maker	24	4103
1153	cabinet maker	24	4106
1154	fancy letter-cutter	24	4112
1155	trunk-maker	24	4120
1156	painter	3	4124
1157	pharmacist/druggist/chemist/patent medicine seller	16	4127
1158	musical instrument seller/dealer	14	4136
1159	stamp agent, stamp office	20	4155
1160	stamp agent, stamp office	20	4156
1161	fishmonger	8	4164
1162	postmaster/postmistress	17	4181
1163	watchmaker	19	4184
1164	accountant	7	4185
1165	engineer	19	4193
1166	stamp agent, stamp office	20	4195
1167	pharmacist/druggist/chemist/patent medicine seller	16	4207
1168	insurance agent (Atlas)	9	4230
1169	musical instrument maker	14	4236
1170	musical instrument maker	14	4241
1171	clothes dealer	21	4242
1172	pharmacist/druggist/chemist/patent medicine seller	16	4250
1173	pharmacist/druggist/chemist/patent medicine seller	16	4251
1174	insurance agent	9	4251
1175	land surveyor	10	4264
1176	pharmacist/druggist/chemist/patent medicine seller	16	4274
1177	lottery agent	12	4274
1178	postmaster/postmistress	17	4279
1179	navigation warehouse	23	4284
1180	mathematical instrument maker	13	4286
1181	tobacconist	25	4337
1182	leather cutter	24	4338
1183	tea dealer	8	4342
1184	appraiser	2	4345
1185	postmaster/postmistress	17	4346
1186	jeweller	25	4356
1187	insurance agent	9	4366
1188	shopkeeper	25	4377
1189	postmaster/postmistress	17	4403
1190	pocket-knife manufacturer	24	4414
1191	inkstand maker	24	4426
1192	inkstand maker	24	4427
1193	appraiser	2	4428
1194	grocer	8	4430
1195	chandler	25	4436
1196	postmaster/postmistress	17	4445
1197	japanner	24	4466
1198	cabinet maker	24	4485
1199	pharmacist/druggist/chemist/patent medicine seller	16	4487
1200	stamp agent, stamp office	20	4487
1201	pharmacist/druggist/chemist/patent medicine seller	16	4499
1202	stamp agent, stamp office	20	4500
1203	relieving officer	26	4503
1204	insurance agent	9	4511
1205	insurance agent	9	4512
1206	pharmacist/druggist/chemist/patent medicine seller	16	4513
1207	insurance agent	9	4539
1208	toyman/woman, toyshop	22	4543
1209	watchmaker	19	4546
1210	beerhouse	8	4550
1211	schoolmaster/schoolmistress	4	4557
1212	postmaster/postmistress	17	4579
1213	postmaster/postmistress	17	4580
1214	pharmacist/druggist/chemist/patent medicine seller	16	4589
1215	artist	3	4609
1216	appraiser	2	4618
1217	appraiser	2	4628
1218	rope maker	24	4633
1219	musical instrument maker	14	4639
1220	piano maker	14	4639
1221	appraiser	2	4647
1222	tea dealer	8	4648
1223	musical instrument maker	14	4649
1224	musical instrument maker	14	4650
1225	joiner	10	4675
1226	banknote engraver	24	4680
1227	musical instrument maker	14	4688
1228	draper	21	4695
1229	work-box manufacturer	24	4698
1230	rag dresser	21	4703
1231	administrator	26	4705
1232	postmaster/postmistress	17	4720
1233	pharmacist/druggist/chemist/patent medicine seller	16	4723
1234	perfumer	16	4724
1235	postmaster/postmistress	17	4734
1236	pharmacist/druggist/chemist/patent medicine seller	16	4737
1237	merchant	25	4746
1238	money scrivener	7	4749
1239	cabinet maker	24	4750
1240	grocer	8	4760
1241	shipbuilder	23	4770
1242	land surveyor	10	4774
1243	stamp agent, stamp office	20	4776
1244	insurance agent	9	4776
1245	rope maker	24	4777
1246	writing master	5	4782
1247	carrier	23	4784
1248	musician	14	4787
1249	clasp-maker	24	4800
1250	clasp-maker	24	4804
1251	clasp-maker	24	4816
1252	clergyman	18	4819
1253	letter carrier	23	4823
1254	pharmacist/druggist/chemist/patent medicine seller	16	4845
1255	stamp agent, stamp office	20	4870
1256	china/glass/earthenware seller/dealer	25	4871
1257	milliner	21	4880
1258	insurance agent	9	4893
1259	lottery agent	12	4893
1260	shopkeeper	25	4918
1261	hardwareman	25	4921
1262	land surveyor	10	4930
1263	clerk in Post Office	17	4931
1264	postmaster/postmistress	17	4935
1265	pharmacist/druggist/chemist/patent medicine seller	16	4940
1267	pharmacist/druggist/chemist/patent medicine seller	16	4968
1268	seal engraver	24	5003
1269	postmaster/postmistress	17	5010
1270	pharmacist/druggist/chemist/patent medicine seller	16	5016
1271	musical instrument maker	14	5024
1272	musical instrument seller/dealer	14	5025
1273	postboy	17	5028
1274	postboy	17	5029
1275	toyman/woman, toyshop	22	5041
1276	goldsmith	24	5069
1277	schoolmaster/schoolmistress	4	5076
1278	tailor	21	5086
1279	appraiser	2	5089
1280	engineer	19	5091
1281	miniature painter	3	5102
1282	insurance agent	9	5106
1283	carver	24	5112
1284	carver	24	5113
1285	musical instrument maker	14	5122
1286	toyman/woman, toyshop	22	5123
1287	wire miller	24	5124
1288	berlin-wool dealer	21	5125
1289	buckle cutter	24	5139
1290	appraiser	2	5152
1291	instrument maker	19	5185
1292	money scrivener	7	5186
1293	clerk	26	5190
1294	stamp agent, stamp office	20	5191
1295	appraiser	2	5193
1296	pocket-book lock maker	24	5208
1297	drysalter	16	5212
1298	smallware dealer	25	5233
1299	perfumer	16	5251
1300	perfumer	16	5252
1301	pharmacist/druggist/chemist/patent medicine seller	16	5253
1302	perfumer	16	5255
1303	postmaster/postmistress	17	5257
1304	postmaster/postmistress	17	5278
1305	carpenter	24	5304
1306	washing-machine maker	24	5306
1307	pharmacist/druggist/chemist/patent medicine seller	16	5321
1308	pharmacist/druggist/chemist/patent medicine seller	16	5332
1309	leather dyer	24	5343
1310	undertaker	15	5344
1311	brushmaker	24	5345
1312	postmaster/postmistress	17	5348
1313	work-box manufacturer	24	5355
1314	pharmacist/druggist/chemist/patent medicine seller	16	5367
1315	rent agent	10	5379
1316	lottery agent	12	5381
1317	musical instrument seller/dealer	14	5382
1318	old iron dealer	25	5383
1319	postmaster/postmistress	17	5389
1320	merchant	25	5393
1321	pharmacist/druggist/chemist/patent medicine seller	16	5408
1322	appraiser	2	5419
1323	letter carrier	23	5421
1324	solicitor	11	5425
1325	land surveyor	10	5431
1326	land surveyor	10	5432
1327	stamp agent, stamp office	20	5439
1328	pharmacist/druggist/chemist/patent medicine seller	16	5443
1329	land surveyor	10	5459
1330	insurance agent (Norwich Union)	9	5461
1331	appraiser	2	5467
1332	appraiser	2	5478
1333	bottle dealer	25	5479
1334	insurance agent	9	5482
1335	leather cutter	24	5489
1336	appraiser	2	5490
1337	pharmacist/druggist/chemist/patent medicine seller	16	5491
1338	bottle dealer	25	5492
1339	die-sinker	24	5500
1340	die-sinker	24	5522
1341	wholesaler	25	5537
1342	illuminator	3	5542
1343	artist	3	5543
1344	carver	24	5551
1345	pharmacist/druggist/chemist/patent medicine seller	16	5577
1346	stamp agent, stamp office	20	5577
1347	schoolmaster/schoolmistress	4	5593
1348	ironmonger's broker	25	5596
1349	glass-cutter	24	5606
1350	stamp agent, stamp office	20	5628
1351	fancy repository	25	5633
1352	pharmacist/druggist/chemist/patent medicine seller?	16	5635
1353	mathematical instrument maker	13	5649
1354	insurance agent	9	5677
1355	topographer	10	5687
1356	insurance agent (Norwich Union)	9	5691
1357	stamp agent, stamp office	20	5701
1358	tobacconist	25	5709
1359	postmaster/postmistress	17	5730
1360	postmaster/postmistress	17	5744
1361	estate agent	10	5757
1362	appraiser	2	5758
1363	appraiser	2	5759
1364	appraiser	2	5761
1365	pharmacist/druggist/chemist/patent medicine seller	16	5768
1366	stamp agent, stamp office	20	5768
1367	composer	14	5774
1368	jeweller	25	5776
1369	insurance agent (Imperial)	9	5792
1370	farmer?	1	5803
1371	button-card maker	24	5808
1372	grocer	8	5822
1373	coroner	11	5826
1374	postmaster/postmistress	17	5836
1375	pharmacist/druggist/chemist/patent medicine seller	16	5836
1378	pharmacist/druggist/chemist/patent medicine seller	16	5838
1379	enameller	24	5862
1380	enameller	24	5863
1381	fancy goods dealer	25	5873
1382	victualler	8	5874
1383	pharmacist/druggist/chemist/patent medicine seller	16	5881
1384	writing master	5	5910
1385	enameller	24	5912
1386	enameller	24	5913
1387	postmaster/postmistress	17	5925
1388	servant	15	5933
1389	ironmonger	25	5934
1390	organ builder	14	5957
1391	pharmacist/druggist/chemist/patent medicine seller	16	5986
1392	pharmacist/druggist/chemist/patent medicine seller	16	5987
1393	silk weaver	21	6008
1394	pharmacist/druggist/chemist/patent medicine seller	16	6011
1395	grocer	8	6011
1397	flock manufacturer	21	6013
1398	grocer	8	6032
1399	globe maker	19	6041
1400	butcher	8	6049
1401	insurance agent	9	6054
1402	embosser	24	6089
1403	postmaster/postmistress	17	6098
1404	clubhouse	6	6102
1405	miniature painter	3	6105
1406	confectioner	8	6107
1407	musical instrument seller/dealer	14	6115
1408	milliner	21	6127
1409	pharmacist/druggist/chemist/patent medicine seller	16	6140
1410	insurance agent	9	6153
1411	pharmacist/druggist/chemist/patent medicine seller	16	6153
1412	stamp agent, stamp office	20	6154
1413	postmaster/postmistress	17	6154
1414	perfumer	16	6157
1415	musical instrument maker	14	6166
1416	pharmacist/druggist/chemist/patent medicine seller	16	6167
1417	musical instrument maker	14	6175
1418	leather cutter	24	6182
1419	postmaster/postmistress	17	6183
1420	carver	24	6186
1421	shopkeeper	25	6191
1422	illustrator	3	6211
1423	clerk in Post Office	17	6222
1424	rag sorter	21	6224
1425	postmaster/postmistress	17	6226
1426	optician	19	6233
1427	musical instrument seller/dealer	14	6234
1428	victualler	8	6240
1429	victualler	8	6241
1430	tobacconist	25	6243
1431	tea dealer	8	6257
1432	drawing master	5	6272
1433	bone dealer	25	6275
1434	clothes dealer	21	6276
1435	musical instrument seller/dealer	14	6278
1436	postmaster/postmistress	17	6299
1437	appraiser	2	6311
1438	stamp agent, stamp office	20	6346
1439	organist	14	6347
1440	organist	14	6348
1441	postmaster/postmistress	17	6357
1442	china/glass/earthenware seller/dealer	25	6368
1443	looking-glass manufacturer	24	6373
1444	dealer	25	6382
1445	shopkeeper	25	6385
1446	lottery agent	12	6388
1447	pharmacist/druggist/chemist/patent medicine seller	16	6388
1448	pharmacist/druggist/chemist/patent medicine seller	16	6399
1449	writing master	5	6402
1450	painter	3	6410
1451	victualler	8	6419
1452	postmaster/postmistress	17	6426
1454	pocket-knife manufacturer	24	6451
1455	draper	21	6462
1456	pharmacist/druggist/chemist/patent medicine seller	16	6465
1457	banker	7	6469
1458	pharmacist/druggist/chemist/patent medicine seller	16	6471
1459	musical instrument seller/dealer	14	6473
